title,publish_date,text
Shahid Kapoor's wife Mira Rajput gets a beautiful rose from Zain; wonders if it's Mother's Day as she gets attention from 'papa obsessed monsters',,"View this post on Instagram

It’s a wrap on another schedule of #jersey . In such times to be able to pull this off really felt like a blessing. Feel proud of the team for powering through and being so positive. @mrunalofficial2016 @gowtamnaidu @amanthegill @boscomartis @im_anilmehta"
20 years of 'Mohabbatein': Amitabh Bachchan celebrates the occasion with a video; calls film 'a roller coaster of emotions',,"Alaya F might be just one film old but she already has a huge fan base, all thanks to social media. The young diva shares pictures and videos of herself with her followers and they just cannot have enough of the actress."
Hrithik Roshan’s mother Pinkie Roshan shares a post on Sushant Singh Rajput: Everyone wants the truth but no one wants to be honest,,"Read Also

Hrithik Roshan’s mother Pinkie Roshan recently took to her Instagram handle to share a cryptic post on Sushant Singh Rajput . Along with a picture of the actor, she shared a post that read, ‘Everyone wants to know the truth but no one wants to be honest.’The star mother, who is quite active on social media, shared the post and captioned it as, ‘#prayersarepowerful #universeispowerful🌍’Sushant Singh Rajput’s sister, Shweta Singh Kirti has also been initiating and leading the campaigns worldwide to seek justice for the late actor. His fans across the world have been lending humongous support to the campaigns and the global prayer meets.Sushant was found hanging in his Mumbai apartment on June 14 under mysterious circumstances. His case is currently being probed by three investigative agencies namely, the Central Bureau of Investigation (CBI), the Enforcement Directorate (ED), and the Narcotics Control Bureau (NCB).The late actor was last seen on the big screen in Nitesh Tiwari’s ‘Chhichhore’ co-starring Shraddha Kapoor in the lead. The film also featured actors like Varun Sharma, Tahir Raj Bhasin, Naveen Polishetty, and others in key roles. ‘Chhichhore’ received positive reviews from the audience and the critics alike."
Rashmika Mandanna continues to inspire fans through her fitness posts,,"Well, it has now been established that actress Rashmika Mandanna is quite the fitness junkie who just cannot let a single day pass without hitting the gym or sweating it out. The actress was recently seen heading for an adventure hike with a couple of friends recently. Not just that, Rashmika took to her page again to update fans about her fitness game. Captioning is as ""hustle"" the actress was seen being happy with her day's workout.Rashmika, is most certainly one of the most fittest actresses of Sandalwood and her fitness game continues to inspire fans and followers alike. Be it in Bengaluru or in Hyderabad, the actress is often snapped by shutterbugs while on her way to the gym and the actress gracefully obliges.Professionally, fans cannot wait to see her opposite Dhruva Sarja in Kannada film Pogaru . While she also has an exciting line-up of films, making her debut in Tamil with a Karthi starrer and then Sukumar’s Pushpa with Allu Arjun, which will resume shooting next month."
Photos: Shraddha Kapoor stuns in ethnic wear as she gets papped outside Nikhil Dwivedi's office,,"Alaya F might be just one film old but she already has a huge fan base, all thanks to social media. The young diva shares pictures and videos of herself with her followers and they just cannot have enough of the actress."
Harry Styles' 'Golden' music video features a dreamy European vacation,,"GOLDEN. OUT NOW.https://t.co/HlUqLOcmDx https://t.co/VDFY3A1mnt — Harry Styles. (@Harry_Styles) 1603728303000

English singer-songwriter Harry Styles released the music video for his song ' Golden ' that features the ultimate vision of a European dream.The 26-year-old former ' One Direction ' member dropped the video on Twitter and noted,""GOLDEN. OUT NOW.""The three-minute-twenty-nine second picturesque video begins with Harry singing as he runs through an empty highway tunnel and countryside road. Then, he drives a vintage car and takes a swim in a lagoon.In some shots, Harry is seen in a turquoise blazer and patterned collar shirt paired with bell bottom pants. In others, he is caught in a barely buttoned white top and tan shorts, but ultimately, the star ditched the shirts altogether as he posed in front of a colourful body of water, exposing his heavily tattooed upper half.""Golden, golden, golden / As I open my eyes / Hold it, focus, hoping / Take me back to the light,"" he sings. ""I know you were way too bright for me / I'm hopeless, broken / So you wait for me in the sky Browns my skin just right."""
Miss India Beauty Pageants,,You are now aMember on the Times Points program. Click here to know more about the Times Points program.
kia sonet: Kia Sonet vs Nissan Magnite vs Toyota Urban Cruiser,,"Oct 27, 2020, 07:00PM IST

Source: TOI.in

SUVs are the flavour of the festive season and three names that are doing rounds this time are Kia Sonet, Nissan Magnite and Toyota Urban Cruiser. Here's a comparison of which SUV performs better in which aspect. Take a look:"
"Harley Davidson News: Harley-Davidson takes U-turn to India, inks pact with Hero MotoCorp",,"NEW DELHI: Harley-Davidson and Hero MotoCorp on Tuesday announced that the two brands will ride together in India, selling a range of premium motorcycles.As per a distribution agreement, Hero MotoCorp will sell and service Harley-Davidson motorcycles and sell parts and accessories and general merchandise riding gear and apparel through a network of brand-exclusive Harley-Davidson dealers and Hero’s existing dealership network in India.As part of a licensing agreement, Hero MotoCorp will develop and sell a range of premium motorcycles under the Harley-Davidson brand name.These actions are aligned with Harley-Davidson’s business overhaul, The Rewire, and the company’s announcement in September to change its business model in India.This arrangement is mutually beneficial for both companies and riders in India, as it brings together the iconic Harley-Davidson brand with the strong distribution network and customer service of Hero MotoCorp.The US motorcycle manufacturer Harley-Davidson in September had said it will exit its India operations. Wisconsin-based Harley-Davidson shut down its manufacturing plant in Haryana and significantly reduce its sales office."
"Hyundai i20 Launch Date in India: 2020 Hyundai i20 launch on November 5, booking commences",,"NEW DELHI: Hyundai Motor on Tuesday announced the commencement of bookings for the new i20 through the company’s Click to Buy platform or dealership for Rs 21,000. The 2020 facelifted i20 would be launched on November 5.Hyundai is offering the all-new i20 in Magna, Sportz, Asta and Asta (O) variants. Further, customers can choose from 1.2-litre petrol, 1.5-litre Diesel and 1.0-litre turbo Petrol BS6 engines and transmission options that include Intelligent Manual Transmission (iMT), Intelligent Variable Transmission (IVT), 7-Speed Dual Clutch Transmission (DCT) and Manual Transmissions.The sleek and futuristic design with seamless integration of premium interiors express a complete sense of modernity to the all-new i20. The new benchmark of technology coupled with powerful performance gives an exhilarating experience to ambitious, tech-savvy and innovative individuals, Hyundai informed.The new i20 will be available in six colour options: Polar White, Typhoon Silver, Titan Grey, Fiery Red, Starry Night and Metallic Copper. Two dual-tone options would also be available: Polar White with Black Roof and Fiery Red with Black Roof.SS Kim, MD & CEO- Hyundai Motor India Ltd. said, “i20 has been a super performer brand for Hyundai that has perfectly resonated with the aspirations of modern Indian customers for more than a decade. The all-new i20 is all set to re-establish benchmarks in the premium hatchback segment with its sleek style, thrilling performance and unmatched new technologies.”“Hyundai is committed to bring Smart Cars for the Smart Indian Customers offering quality time for Happy Life. The all-new i20 is a result of our endeavor towards empowering Indian customers with products that not only exceeds their expectation but redefine their imagination”, he added."
Nissan Magnite vs Kia Sonet vs Toyota Urban Cruiser: X-factors of festive SUV debutants,,"1.

:

X-Factor 1:

Around View Monitor (AVM)-

X-factor 2:

Spaciousness-

Extra:

2. Kia Sonet:

X-factor 1: Ventilated seats-

X-factor 2: LED sound mood lamps with

7-speaker system-

X-factor 3: Air purifier:

Extra:

3.

:

X-factor 1: Resemblance to

:

X-factor 2: Warranty and aftersales experience:

Extra:

NEW DELHI: Halfway through, the festive season is acting as a ray of hope for the auto industry. From Maruti Suzuki and Hyundai to luxury players like BMW and Mercedes-Benz , the initial period of festivities augered healthy sales and for some, the current numbers outperformed previous years.With several festive choices to pick from, the SUV segment in particular has been witnessed significant demand. The B-segment SUVs, a busy playing field, packs heavyweights like Maruti Suzuki Vitara Brezza and Hyundai Venue. Our attention, however, is towards the newcomers and their USPs.The indication has been clear and loud towards the popular choice Kia Sonet , Toyota and Nissan’s B-segment debutants. We talk about the X-factors of each car and the little extras that you get with each B-SUV.There is a lot of expectation around this upcoming ‘almost-Indian’ Japanese car as Nissan is moving to a whole new era with the all-new Magnite.This feature is the first-in-segment and definitely puts the Magnite ahead of the competition. The drivers will be able to see a bird’s eye view of the car making complex parallel and perpendicular parking quite easy. This feature in India is quite helpful because cluttered urban spaces are now a common sight to see.Magnite offers a huge ‘couple distance’ (distance between the driver and side passenger) of 700mm with a rear knee room of 593mm and rear headroom of 76mm. This is the most Indian thing about B-SUV as it doesn’t compromise with space and can accommodate an extra passenger or two above the capacity if the need ever arises.Magnite is powered by Nissan Intelligent Mobility (NIM) offering driver-centric features. The all-new HRA0 1.0-litre turbo engine, with the ‘mirror bore cylinder coating’ from GT-R, is claimed to be quite refined and smoother than most of the rivals. The welcome animation and voice recognition are icing on the cake.Kia is destined to break records, and quite aptly Sonet and Seltos have been formed such an opinion. The Korean SUV has appealed everybody with its performance on-road and in the market.Offered by a few other cars in the Indian market, this feature reflects the premium-ness of this B-SUV. Both the front seats get this feature to give an exceptionally comfortable in-cabin experience.This feature is a segment-first and the Sonet is the only car to offer it as standard. When it comes to dealing with the highly unpredictable Indian traffic, this feature makes sure that the entertainment is top-notch even if the drives last for hours.This feature is slowly becoming a must-have in India and the Sonet is the only car with an inbuilt unit. With AQI (air-quality-index) reading with HEPA filtration, the in-car experience is way ahead of the curve.With 2 petrol engines and a diesel engine being offered, customers have quite the options to choose from according to their needs and lifestyle. Sonet’s boot at 390 litres is the largest in the segment. Not just parking, but on the move, the rear view monitor shows what trails the SUV.The rebadged version of the Maruti Suzuki Vitara Brezza is eyeing to create similar magic like its twin. But has it got enough?The Fortuner has been a dream car for many but it definitely is not a budget-friendly car. The Urban Cruiser acts as a good and affordable entry-level substitute and looks quite good as it borrows its looks from the iconic SUV.Toyota is a trusted carmaker and has been known for its exceptional aftersales services. The Urban Cruiser is a perfect example of that commitment. The B-SUV comes with one of the best-in-segment warranties of 3 years/1,00,000 km.The Urban Cruiser offers a fresh dual-tone dark brown interior that which is not offered by its Maruti Suzuki twin. The borrowed features like mild-hybrid tech, engine, and a few comfort and convenience offerings suit this B-SUV well too."
Volkswagen launches enhanced app for in-car assistance,,"NEW DELHI: Volkswagen India on Tuesday launched the upgraded My Volkswagen Connect assistant to offer a much more secured and enhanced in-car experience. The smart assistant records, protects and analyzes the data.The new My Volkswagen Connect feature comes as standard in the Polo GT TSI and the Vento Highline Plus The new assistant comes with features like real time location, towing alert, geo-fencing, route deviation alert, SOS call and many more.My Volkswagen Connect assistant sports a simple and easy user interface which can be accessed by plugging the dongle to the on-board diagnostics (OBD) port of the car. It can be paired to any Android or iOS device after a secure OTP exchange.The app also enables customers to locate point of interest and also to reach out to customer care or road side assistance, in case of emergencies. Additionally, customers can also use the app to scan, upload and store critical vehicular documents or related official documents for a paperless experience. Customers can also use the app to set renewal reminders for vehicle insurance and receive ‘over the air’ (OTA) software update.Currently, the smart assistant is available with 3 years of free subscription and 3 years of warranty.“We introduced the upgraded ‘My Volkswagen Connect’ app that offers customer convenience and safety at their fingertips. Customers will have access to real time vehicle analysis and assistance that would make them aware of their vehicle condition, driving patterns and enhance the overall fun-to-drive experience that a Volkswagen stands for,” said Steffen Knapp , Director, VPCI."
Planning a car? Offers galore this festive season,,"Maruti Suzuki

1. Maruti Suzuki Celerio:

2.

:

3. Maruti Suzuki Vitara Brezza:

11:222020 Maruti Suzuki Vitara Brezza petrol review

4.

08:04Maruti Suzuki S-Cross Petrol BS6 review

5.

:

6. Maruti Suzuki XL6:

07:27Maruti Suzuki XL6 review

Hyundai Motor

1. Hyundai Elite i20:

2. Hyundai Grand i10 Nios:

06:09Hyundai Grand i10 Nios Turbo review

3. Hyundai Grand i10:

4. Hyundai Elantra:

Honda Cars

1.

(5th gen):

16:012020 Honda City Petrol MT road test review

2. Honda Jazz:

03:432020 Honda Jazz: All you need to know

3. Honda Civic:

4. Honda Amaze:

Tata Motors

1. Tata Harrier:

09:522020 Tata Harrier first drive review

2. Tata Nexon:

3. Tata Tiago:

4. Tata Altroz:

Renault

1.

:

2. Renault Duster Turbo:

Mahindra

1. Mahindra Alturas G4:

2. Mahindra Marazzo:

Volkswagen

1.

:

06:562020 Volkswagen Polo road test review

2. Volkswagen Vento:

Skoda

1. Skoda Rapid:

2. Skoda Karoq:

Datsun

1. Datsun-GO:

Jeep

1.

:

07:04Jeep Compass Diesel AT | Travelogue

Toyota

1. Toyota Yaris:

NEW DELHI: The festive season is turning out to be as fruitful for the customers as much as the carmakers. Indian automakers are making the best out of this season by running quite reasonable festive campaigns.Among all the recent entrants in the market, here are the best festive discounts being offered by these 11 automakers.The Celerio is being offered with benefits of up to Rs 53,000 which includes Rs 28,000 in cash, Rs 20,000 in exchange, and Rs 5000 corporate discount.The urban SUV is now being offered with a benefit of Rs 48,000 which includes Rs 23,000 in cash and Rs 20,000 in exchange and Rs 5000 corporate discount.The best-selling compact SUV of the automaker comes with a benefit of Rs 45,000 which includes Rs 20,000 in cash, Rs 25,000 in exchange, and Rs 5000 corporate discount. Maruti Suzuki S-Cross : The facelifted SUV is being offered with benefits of Rs 67,000 which includes Rs 37,000 in accessories, Rs 20,000 in exchange, and Rs 10,000 corporate discount.The sedan is being offered with a benefit of Rs 40,000 which includes Rs 10,000 in cash, Rs 20,000 in exchange, and Rs 10,000 corporate discount.The MPV comes with benefits of Rs 30,000 which include Rs 5000 in cash, Rs 20,000 in exchange, and Rs 5000 corporate discount.The premium hatchback is being offered with benefits of Rs 75,000 which includes Rs 50,000 in cash, Rs 20,000 in exchange, and Rs 5000 corporate discount.The Grand i10 Nios is available with benefits of Rs 25,000 which includes Rs 10,000 in cash, Rs 10,000 in exchange, and Rs 5,000 corporate discount.The entry-level hatchback of this lineup is available with benefits Rs 60,000 which includes Rs 40,000 in cash, Rs 15,000 in exchange, and Rs 5,000 corporate discount.The sedan comes with the highest benefits being offered by the automaker. The petrol manual variant of the sedan is being offered with Rs 1,00,000 worth of benefits which includes Rs 70,000 in cash and Rs 30,000 in exchange. The diesel variant is being offered with benefits of Rs 30,000 in cash and Rs 30,000 in exchange.The 5th gen sedan is being offered with quite a few benefits, but the existing Honda owners get better offers. For existing Honda owners, the sedan is available with a loyalty bonus of Rs 6000 and an exchange bonus of Rs 10,000. Additionally, the corporate discount offered is Rs 8000.The facelifted Jazz comes with a benefit of Rs 44,000 which includes Rs 25,000 in cash and Rs 15,000 in exchange and Rs 4000 corporate discount. For existing Honda owners, Jazz comes with a loyalty bonus of Rs 6,000 and an exchange of Rs 10,000.The premium sedan comes with benefits of Rs 1 lakh in cash for the petrol variant and Rs 2.5 lakh in cash for the diesel variant. Additional benefits offered are Rs 10,000 in exchange and Rs 15,000 corporate discount.The entry-level sedan comes with benefits of Rs 20,000 in cash, Rs 15,000 exchange, and a 5-year warranty. Additional offers include Rs 10,000 in exchange, Rs 6,000 loyalty bonus, and Rs 4,000 corporate discount.The SUV is being offered with benefits of up to Rs 65,000 which include Rs 25,000 in cash and Rs 40,000 in exchange. The recently launched Dark Edition is being offered with Rs 40,000 exchange bonus.While the petrol variant gets a corporate bonus of Rs 5,000 alone, the diesel variant comes with a benefit of Rs 15,000 in exchange and a Rs 5,000 corporate bonus.Tata Tiago comes with benefits of Rs 30,000 which includes Rs 15,000 in cash, Rs 10,000 in exchange, and Rs 5,000 corporate discount.The premium hatchback is available with benefits of up to Rs 10,000 for Tata employees.The 1.0-litre petrol variant of the entry-level sporty hatchback is available with benefits of Rs 39,000 which includes Rs 15,000 in cash, Rs 15,000 in exchange, and Rs 9,000 corporate discount.The SUV comes with a Rs 30,000 corporate discount. Additionally, it comes with 3 year/50,000 km easy care maintenance pack for existing Renault Duster owners.The premium SUV comes with the highest benefits in the market with up to Rs 3.06 lakh which includes Rs 2.2 lakh in cash, Rs 50,000 in exchange, Rs 20,000 in accessories, and Rs 16,000 corporate discount.The MPV comes with benefits of up to Rs 36,000 which includes Rs 10,000 in cash, Rs 15,000 in exchange, Rs 5,000 in accessories, and Rs 6,000 corporate discount.The hatchback comes with benefits of up to Rs 28,500 in cash and Rs 20,000 in exchange.The Vento TSI Highline trim comes at a discounted price of Rs 9.99 lakh (ex-showroom). Additionally, the sedan comes with an exchange bonus of Rs 25,000.The recently launched Ambition and the Style trims are available with an exchange bonus of Rs 25,000 with additional dealer-end offers.The new SUV by the Czech automaker is available with benefits of up to Rs 30,000 as a corporate discount, Rs 35,000 exchange, and Rs 35,000 loyalty bonus for existing Skoda customers.The hatchback is available with benefits of up to Rs 50,000 which include Rs 27,500 in cash, Rs 20,000 in exchange, and Rs 2,500 corporate discount.The SUV comes with benefits of up to Rs 1.8 lakh including the dealer-end festive offers The Yaris comes with benefits of Rs 50,000 with additional dealer-end offers."
"Mercedes Benz News: Mercedes-Benz rides high on festivities, delivers 550 units during Navratri",,"NEW DELHI: Mercedes-Benz India on Monday announced that it delivered a total of 550 units during Navratri and Dussehra . The automaker is hoping for a better response for the upcoming Diwali and Dhanteras period.The robust demand was specifically observed in the northern markets of Delhi NCR and Punjab and in the western markets comprising of Mumbai and Gujarat. Delhi NCR observed the highest sales figures with 175 units delivered.Mercedes-Benz even observed a sequential growth in its Q3 sales despite the current market challenges due to the pandemic. The demand has been particularly high for C-Class and E-Class sedans and the GLC, GLE and the GLS SUVs.The German automaker’s ‘Unlock Celebrations’ festive campaign paid off quite well and has been instrumental for the sales during the initial stage of the festive season. With the help of this new campaign, the automaker also observed a 25% M-o-M growth in Q3 2020.“The festive season this year has begun on a very strong note and we are glad to witness this positive customer sentiment. This impressive number of deliveries makes us confident of a good festive season and firmly underlines the trust and confidence that luxury car buyers have on Mercedes-Benz brand and products. We are confident of further driving this momentum for the rest of the festive period and the quarter. We have an exciting quarter ahead of us with new product introductions and it will remain our endeavour to keep exciting the market and continuing the recovery of sales for the rest of the year,” said Martin Schwenk , CEO, Mercedes-Benz India."
"Auto News: Upcoming Cars and Bikes in India 2020, Launches and Reviews",,"DAILY CHECK-INS: 0 /5 completed

You must login to keep earning daily check-in points"
"News - Latest News, Breaking News, Bollywood, Sports, Business and Political News",,This ponytailed hippie-turned-ambassador wants to remake the image of a diplomat
"Hindi News: Latest News in Hindi, हिन्दी न्यूज़, Breaking News, लेटेस्ट हिंदी न्यूज़, Hindi Khabar, हिंदी खबरें, ब्रेकिंग न्यूज़",,"Bihar Chunav 2020

Coronavirus Updates

India China News

India US 2+2 Dialogue Live

Unlock 5 Guidelines

Tejashwi Yadav

Shardul Pandit

Rohit Sharma

Karva Chauth 2020

Hathras Case Update

IPL 2020 Orange Cap

Gold Rate Fall

Ubon Smart Led Tv

Taurus Horoscope

Aquarius Horoscope

Horoscope Today

Sexy Photos"
IPL 2020 Playoffs: Here are each IPL team's chances of making it to the last four,,"1. The maximum any team can reach this season in the league stage is 20 points

2. Only three teams can reach this –

Mumbai Indians

,

Delhi Capitals

and

Royal Challengers Bangalore

3. If one of these three teams gets to 20 points, the other two can’t

4. With 11 games in all left to be played in the league stage, there are 2,048 possible combinations of match outcomes (not counting washouts)

5. In 512 of these possible combinations, Chennai Super Kings get to 12 points. In none of them, however, can they qualify since at least four teams will get to 14 or more points

6. Chennai are therefore out of contention even if they win all their remaining games

7.

Rajasthan Royals

are only slightly better off. If they lose even one of their remaining two games, they cannot qualify. If they win both, they have a 9% chance of being tied on points for fourth place (48 out of 512 possible outcomes)

8. Sunrisers Hyderabad’s chances of qualifying for the play-offs also remain slim even if they win their remaining three games. If they do that, they have a 10% chance of being tied for fourth place (26 out of 256 possible outcomes)

9. Mumbai Indians, Delhi Capitals and Royal Challengers Bangalore have a 95% chance of qualifying

10. The chances of any of these teams failing to qualify because they can’t even make joint fourth spot is a mere 0.4%. The probability of any of them ending up in tied fourth place is 4.7%

11. Kolkata Knight Riders and Kings XI are therefore the most likely contenders for the fourth spot

12. There is a very slim chance (0.4%) of KKR finishing clearly at the top with 18 points. It has a 6% chance of tying for first place

13. Kings XI has no chance of being a clear No.1, but there is a slim chance (0.4%) of it being tied for first place

With Chennai Super Kings clearly out of the race, what exactly are the chances of the remaining seven teams to make it to the playoffs? TOI's Shankar Raghuraman does the number crunching to arrive at these 13 points.The IPL 2020 season has been a very competitive one. With a team like Kings XI Punjab rising from the ashes after languishing at the bottom of the points table, thanks to four wins on the trot, things have become more interesting. The three break away teams this season have been Mumbai Indians, Delhi Capitals and Royal Challengers Bangalore. Mumbai and Bangalore though both lost over the weekend. With seven teams in the running for the four play-offs berths and three teams (Mumbai, Delhi and Bangalore) more than likely to seal a spot, the fight for the remaining fourth place (for which KKR and KXIP are the prime contenders as of now) could make the remaining league matches of IPL 2020 very interesting. Expect the teams to throw everything, including the kitchen sink to try and grab a play-off berth in the matches coming up."
"SRH vs DC, IPL 2020: All-round Sunrisers Hyderabad outclass Delhi Capitals by 88 runs, keep play-off hopes alive",,"SCORECARD

|

BLOG

|

POINTS TABLE

|

FIXTURES

A well deserved victory for @SunRisers as they win by 88 runs.#Dream11IPL https://t.co/PqlaF6IolV — IndianPremierLeague (@IPL) 1603819990000

We're running out of captions for @rashidkhan_19's spells 🎩✨#SRHvDC #OrangeArmy #KeepRising https://t.co/A4Tebex7s6 — SunRisers Hyderabad (@SunRisers) 1603820260000

The perfect birthday gift 🎁🧡We #KeepRising! 💪🏼#SRHvDC #OrangeArmy #IPL2020 @davidwarner31 https://t.co/A9rz0Od3os — SunRisers Hyderabad (@SunRisers) 1603820014000

💔 https://t.co/gi3tVWSgap — Delhi Capitals (Tweeting from 🇦🇪) (@DelhiCapitals) 1603820182000

DUBAI: Wriddhiman Saha stamped his class with a 45-ball 87 before Rashid Khan dished out a clinical bowling performance as Sunrisers Hyderabad kept themselves alive in the race for IPL play-offs with a whopping 88-run win over Delhi Capital on Tuesday.Asked to bat first, splendid knocks by Saha (87), skipper David Warner (66) and Manish Pandey (44) powered Sunrisers to 219 for two.Star spinner Rashid then led a fine bowling display to end with the impressive figures of 4-0-7-3, his best in this season.The Afghan bowled an astonishing 17 dot balls in his quota of four overs, helping his side bowl out the Capitals for 131 in 19 overs.Sunrisers (10 points) have now moved up to sixth from seventh position with this win, while the Capitals, who slumped to their third consecutive loss, were pushed down to the third spot with 14 points.Chasing a stiff target, it was a rather ordinary performance by the the Capitals batsmen. Shikhar Dhawan (0) and Marcus Stoinis (5), who was elevated to number 3, perished in the first two overs.Ajinkya Rahane (26) and Shimron Heytmyer (16) quickly started the recovery work, stitching a 40 run stand, the highest for their team. The duo targeted Jason Holder, collecting 22 runs in the sixth over as Delhi reached 54 for two at the end of the Powerplay overs.However, Rashid dealt Delhi with twin blows, getting rid of both Rahane and Hetmyer in the seventh over. Skipper Shreyas Iyer (7) was next to depart as wickets continued to tumble at regular intervals.Seven of Delhi's batsmen failed to reach double digits with Rishabh Pant (36) being the top scorer.While Rashid was the pick of the bowlers for Sunrisers, Sandeep Sharma (2/27) and T Natarajan (2/26) picked two wickets apiece. Vijay Shankar(1/11), Shahbaz Nadeem (1/8), Holder (1/46) took a wicket each.Earlier, both openers Warner, who looked in good nick, and Saha, playing his second game of the season, went after the Delhi bowlers from the word go.Fully capitalising on the field restrictions, the duo smashed boundaries (11 fours and two sixes) every over to collect 77-runs in the first six overs, the best Poweplay figures of the season.In the sixth over, Warner smashed the tournament's leading wicket-taker Kagiso Rabada (0/54) for four boundaries and a six, helping the Sunrisers reach 100 runs in just 8.4 overs.Till Warner was taking on the bowlers, Saha played the second fiddle to perfection.The Australian celebrated his 34th birthday with a half-century off just 25 balls, hitting two sixes and eight fours at the Dubai International Stadium.To Delhi's relief Ravichandran Ashwin (1/35) broke the 107-run opening stand in the 10th over as he dismissed danger man Warner, who was caught at extra cover by Axar Patel.With Warner gone, Saha hammered the Capitals bowlers all around the park. The wicketkeeper batsman reached his fifty in style with a boundary. He plundered 12 fours and two sixes before pacer Anrich Nortje (1/37) dismissed him in the 15th over.Pandey and Kane Williamsion (11 not out) continued the assault on a listless Delhi bowling unit."
World 100m champion Coleman to miss Olympics after being banned for whereabouts failure,,"The Disciplinary Tribunal has upheld the AIU’s charge and banned sprinter Christian Coleman of the USA for 2 years… https://t.co/7OABpEtwx2 — Athletics Integrity Unit (@aiu_athletics) 1603819353000

World 100 metres champion Christian Coleman will miss next year's Tokyo Olympics after being banned for two years for breaching whereabouts rules, the Athletics Integrity Unit (AIU) said on Tuesday.Coleman, who narrowly escaped a ban last year for missing three doping tests, was provisionally suspended by the AIU in June.The American sprinter had claimed at the time that anti-doping officials had not followed procedure when he missed them after going Christmas shopping on Dec. 9, 2019 at a time when he had said he would be at home.Doping control officers testified before a disciplinary tribunal that they were present during the whole of the allotted hour of 7:15 pm to 8:15 pm on Dec. 9 in front of Coleman's house.Coleman in turn testified that he had arrived home from Christmas shopping shortly before the end of the one-hour period.However, shopping receipts showed that Coleman had purchased 16 items from a Walmart Supercenter at 8:22 pm, the AIU said.""We do not accept the Athlete's evidence,"" the AIU added in a statement on its website. ""It is obvious that in fact the athlete did not go home until after making his 8:22 pm purchase. We are comfortably satisfied that this is what happened.""The AIU added that Coleman's ban would end on May 13, 2022 and that he could appeal the tribunal's decision to the Court of Arbitration for Sport .Three failures to properly file whereabouts information or being absent during the hour stated in a 12-month period can result in a one- or two-year suspension.Coleman, also a silver medallist in the 100m and 4x100m relay at the 2017 worlds, escaped suspension last year when the U.S. Anti-Doping Agency (USADA), after receiving guidance from the World Anti-Doping Agency (WADA) on how to calculate the 12-month window for three missed tests, withdrew the charge.The sprinter, who also helped the United States to 4x100m gold at the 2019 worlds in Doha, later demanded an apology from USADA, but two of those misses have now combined with the latest failure to result in a ban."
Djokovic wins Vienna opener to move closer to Sampras record,,"Novak Djokovic. (Reuters Photo)

VIENNA: Novak Djokovic defeated Filip Krajinovic in the first round in Vienna on Tuesday to edge closer to Pete Sampras's all-time record of ending the year as world number one on six occasions.

Djokovic beat compatriot Krajinovic 7-6 (8/6), 6-3 and needs to win his next match in Austria against Borna Coric to ensure he equals the achievement of his childhood idol.

The 33-year-old Serb has been the top-ranked player at the end of a season five times: in 2011, 2012, 2014, 2015 and 2018.

He shares that mark with career rivals Roger Federer and Rafael Nadal .

Sampras achieved the feat six years in succession between 1993 and 1998.

Djokovic was playing in Vienna for the first time since he won the title there in 2007, and dropped serve twice in a tricky opening set.

Krajinovic served for the first set at 5-4 and then held a set point in the tie-break but couldn't take advantage.

A couple of breaks in the second set allowed Djokovic to clinch victory -- his 38th in 40 matches this year.

""First set, I think he was the better player. He was serving for the first set and I was lucky. He missed a smash at 6/6 in the tie-break,"" said Djokovic.

""A few points here and there can change the momentum of the match. In the second set, I stepped it up, I played better and I am just pleased with the way I finished the match.""

The 17-time Grand Slam title winner is appearing at his first tournament since his heavy loss to Nadal in the Roland Garros final two weeks ago.

Djokovic is also attempting to beat Federer's all-time best of 310 weeks spent on top of the rankings.

On Monday, Djokovic began his 292nd week in total as world number one.

Djokovic and US Open winner Dominic Thiem are two of six top 10 players in the draw in the Austrian capital.

"
